title,authors,year,description,url,citations,cluster,type,clean_title,word_count,char_count,category,domain,publisher,path,query_params,doi,extension
impact covid19s pandemic economy indonesia,"S Susilawati, R Falefi, A Purwoko",2020.0,"COVID-19 is a global health problem including in Indonesia. The increased case of COVID-19 
proved to have quite a significant impact on the economy globally which may have …",https://bircu-journal.com/index.php/birci/article/view/954,659,5,,Impact of COVID-19's Pandemic on the Economy of Indonesia,9,49,economy,bircu-journal.com,Budapest International Research and Critics University,/index.php/birci/article/view/954,{},,
htmlhtml political economy car dependence systems provision approach,"G Mattioli, C Roberts, JK Steinberger",2020.0,"… ) the political economy of urban sprawl; iv) the provision of public transport; v) cultures of car 
consumption. Using the ‘systems of provision’ approach within political economy, we locate …",https://www.sciencedirect.com/science/article/pii/S2214629620300633,628,2,HTML,The political economy of car dependence: A systems of provision approach,11,62,economy,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S2214629620300633,{},,
bookb marx keynes limits mixed economy,P Mattick,2020.0,"… He was convinced that the capitalist economy could be regulated so as to function better 
with out losing its capitalist character. And if the national economy could be steered into definite…",https://books.google.com/books?hl=en&lr=&id=c8oyEAAAQBAJ&oi=fnd&pg=PA1&dq=economy&ots=J-bWAaYCQv&sig=mV5Jy0lgoojHyCkRI5d-p82S24s,599,3,BOOK,Marx and Keynes: the limits of the mixed economy,9,40,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['c8oyEAAAQBAJ'], 'oi': ['fnd'], 'pg': ['PA1'], 'dq': ['economy'], 'ots': ['J-bWAaYCQv'], 'sig': ['mV5Jy0lgoojHyCkRI5d-p82S24s']}",,
bookb chinas economy everyone needs know,AR Kroeber,2020.0,"… How does China’s size and population affect its economy? 16 How does China’s geography 
affect its economy? 18 How does China’s long historical experience affect its economy? 21 …",https://books.google.com/books?hl=en&lr=&id=LevqDwAAQBAJ&oi=fnd&pg=PP1&dq=economy&ots=Pv8U3HtI0A&sig=mzOJ1CYKkslgDHCT5vtAeS1S2A4,524,3,BOOK,China's economy: What everyone needs to know®,7,39,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['LevqDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['economy'], 'ots': ['Pv8U3HtI0A'], 'sig': ['mzOJ1CYKkslgDHCT5vtAeS1S2A4']}",,
bookb political economy socialism,B Horvat,2020.0,"This book is an exploration into the uncharted territory of social reality. It explores social 
relations and politics, presenting a critique of contemporary socioeconomic systems and …",https://books.google.com/books?hl=en&lr=&id=opgAEAAAQBAJ&oi=fnd&pg=PT8&dq=economy&ots=cDyb3q1tO8&sig=2ceH5aNwgEKRWDCca32Ieebw5Mg,502,2,BOOK,Political Economy of Socialism,4,27,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['opgAEAAAQBAJ'], 'oi': ['fnd'], 'pg': ['PT8'], 'dq': ['economy'], 'ots': ['cDyb3q1tO8'], 'sig': ['2ceH5aNwgEKRWDCca32Ieebw5Mg']}",,
bookb virtualism new political economy,"JG Carrier, D Miller",2020.0,"We live in a time of economic virtualism, whereby our lives are made to conform to the virtual 
reality of economic thought. Globalization, transnational capitalism, structural adjustment …",https://books.google.com/books?hl=en&lr=&id=Ayn5DwAAQBAJ&oi=fnd&pg=PP1&dq=economy&ots=RCGzWymYza&sig=Y325qaFDFMnUPzZoScC8_DzFor0,487,9,BOOK,Virtualism: a new political economy,5,31,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['Ayn5DwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['economy'], 'ots': ['RCGzWymYza'], 'sig': ['Y325qaFDFMnUPzZoScC8_DzFor0']}",,
pdfpdf coronavirus could mean global economy,P Carlsson,2020.0,"Having largely ignored Covid-19 as it spread across China, global financial markets reacted 
strongly last week when the virus spread to Europe and the Middle East, stoking fears of a …",https://sea-connect.com/assets/img/uploads/pdf/d64d0f0c50f2154a135870b035c89700.pdf,459,5,PDF,What coronavirus could mean for the global economy,8,43,economy,sea-connect.com,Sea Connect,/assets/img/uploads/pdf/d64d0f0c50f2154a135870b035c89700.pdf,{},,pdf
maddisonstyle estimates evolution world economy new 2023 update,"J Bolt, JL Van Zanden",2020.0,"This paper surveys the literature on historical national accounting, discusses the importance 
of relative income benchmarks for, in particular, historical income estimates, and presents …",https://onlinelibrary.wiley.com/doi/abs/10.1111/joes.12618,455,4,,Maddison‐style estimates of the evolution of the world economy: A new 2023 update,13,69,economy,onlinelibrary.wiley.com,Wiley Online Library,/doi/abs/10.1111/joes.12618,{},,12618
bookb islam prayer economy history authority malian town,B Soares,2020.0,"At a time when so-called fundamentalism has become the privileged analytical frame for 
understanding Muslim societies past and present, this study offers an alternative perspective on …",https://books.google.com/books?hl=en&lr=&id=taIxEAAAQBAJ&oi=fnd&pg=PR5&dq=economy&ots=Nl6GPo_1my&sig=4jcdBz7UP91xG8OYccDjTORuu3c,440,3,BOOK,Islam and the Prayer Economy: history and authority in a Malian town,12,57,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['taIxEAAAQBAJ'], 'oi': ['fnd'], 'pg': ['PR5'], 'dq': ['economy'], 'ots': ['Nl6GPo_1my'], 'sig': ['4jcdBz7UP91xG8OYccDjTORuu3c']}",,
sharing economy comprehensive literature review,M Hossain,2020.0,"… The objective of this study is to review the extant sharing economy (SE) literature. Applying 
… 219 articles on sharing economy. It explores the definitional dilemma, sharing economy as a …",https://www.sciencedirect.com/science/article/pii/S0278431920300220,432,3,,Sharing economy: A comprehensive literature review,6,45,economy,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0278431920300220,{},,
understand digital economy asia critical assessment research agenda,"K Li, DJ Kim, KR Lang, RJ Kauffman, M Naldi",2020.0,"… commentary regarding Asian digital economy activities, to do this effectively, we also discuss 
developments in the United States and Europe, and the global economy more generally. …",https://www.sciencedirect.com/science/article/pii/S1567422320300818,432,6,,How should we understand the digital economy in Asia? Critical assessment and research agenda,14,80,economy,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S1567422320300818,{},,
bookb laws chaos probabilistic approach political economy,"E Farjoun, M Machover",2020.0,"… for the fact that the economy of human society produces … theoretical concept in political 
economy. This thesis is diametrically … We are convinced that political economy can advance only if …",https://books.google.com/books?hl=en&lr=&id=LdLMDwAAQBAJ&oi=fnd&pg=PA13&dq=economy&ots=-w_Idz_7QO&sig=VY0jwr2bVdiBwmY76h8h9M6xZ2s,411,2,BOOK,Laws of Chaos: A probabilistic approach to political economy,9,52,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['LdLMDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PA13'], 'dq': ['economy'], 'ots': ['-w_Idz_7QO'], 'sig': ['VY0jwr2bVdiBwmY76h8h9M6xZ2s']}",,
bookb toward political economy development,RH Bates,2020.0,"… As South and Southeast Asia were drawn into the world economy in the late nineteenth … 
articles in this volume, the articles in this section illustrate ways of ""doing"" political economy. …",https://www.degruyter.com/document/doi/10.1525/9780520314054-011/pdf?licenseType=restricted,405,9,BOOK,Toward a political economy of development,6,36,economy,degruyter.com,De Gruyter,/document/doi/10.1525/9780520314054-011/pdf,{'licenseType': ['restricted']},10.1525/9780520314054,
bookb asset economy,"L Adkins, M Cooper, M Konings",2020.0,"Rising inequality is the defining feature of our age. With the lion’s share of wealth growth 
going to the top, for a growing percentage of society a middle-class existence is out of reach. …",https://books.google.com/books?hl=en&lr=&id=otcBEAAAQBAJ&oi=fnd&pg=PP1&dq=economy&ots=Jx_OmXUElp&sig=2OsYrbltj4eRiobeZ95H9Tftrk8,391,3,BOOK,The asset economy,3,15,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['otcBEAAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['economy'], 'ots': ['Jx_OmXUElp'], 'sig': ['2OsYrbltj4eRiobeZ95H9Tftrk8']}",,
political economy participatory economics,"M Albert, R Hahnel",2020.0,"… We seek an economy that distributes the duties and benefits … Traditional efforts to model a 
desirable economy often start … Nonetheless, to sensibly model a desirable economy, we still …",https://www.torrossa.com/gs/resourceProxy?an=5579606&publisher=FZO137,366,2,,The political economy of participatory economics,6,43,economy,torrossa.com,Torrossa Digital Library,/gs/resourceProxy,"{'an': ['5579606'], 'publisher': ['FZO137']}",,
digital economy complexity variety vs rationality,"EG Popkova, BS Sergi",2020.0,"Formation of the digital economy is one of the most … Thus, the digital economy challenges the 
idea of humanism … The signs of formation of the digital economy are observed in all modern …",https://link.springer.com/content/pdf/10.1007/978-3-030-29586-8.pdf,293,0,,Digital economy: Complexity and variety vs. rationality,7,49,economy,link.springer.com,Springer,/content/pdf/10.1007/978-3-030-29586-8.pdf,{},10.1007/978,pdf
banks real economy assessment research,"AN Berger, P Molyneux, JOS Wilson",2020.0,"We review research on the effects of banks on the real economy, including, but not limited to 
articles in this Special Issue of the Journal of Corporate Finance. We focus primarily on US …",https://www.sciencedirect.com/science/article/pii/S0929119919307813,140,6,,Banks and the real economy: An assessment of the research,10,48,economy,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0929119919307813,{},,
global trends digital economy development,"AV Kolesnikov, LE Zernova",2020.0,"There is still no single harmonized concept of “Digital economy” in the world, and we are 
talking about digital technologies and their impact on the economies of countries. The aim of …",https://dialnet.unirioja.es/servlet/articulo?codigo=7827040,110,9,,Global trends of the digital economy development,7,42,economy,dialnet.unirioja.es,Dialnet (University of La Rioja),/servlet/articulo,{'codigo': ['7827040']},,
information city new economy network society,M Castells,2020.0,"The New Economy is based fundamentally on three … Economy is connected to the fact that 
competitiveness operates in a global environment. Thirdly performance in the New Economy …",https://www.taylorfrancis.com/chapters/edit/10.4324/9780203622278-17/information-city-new-economy-network-society-manuel-castells,108,9,,"The information city, the new economy, and the network society",10,53,economy,taylorfrancis.com,Taylor & Francis,/chapters/edit/10.4324/9780203622278-17/information-city-new-economy-network-society-manuel-castells,{},10.4324/9780203622278,
bookb environment economy,MS Cato,2020.0,"Nothing is more important to our world than finding a more comfortable relationship between 
the economy and the environment. While issues such as species loss, nitrate pollution, …",https://www.taylorfrancis.com/books/mono/10.4324/9780429060656/environment-economy-molly-scott-cato,94,5,BOOK,Environment and economy,3,21,economy,taylorfrancis.com,Taylor & Francis,/books/mono/10.4324/9780429060656/environment-economy-molly-scott-cato,{},10.4324/9780429060656/,
concept digitalization impact modern economy,"AU Mentsiev, MV Engel, AM Tsamaev",2020.0,"… of digital technologies on the economy, it is important to develop an understanding of digital 
economy. Don Tapscott first introduced the concept of ‘Digital Economy’ as creating and …",https://www.atlantis-press.com/proceedings/iscfec-20/125936542,72,0,,The concept of digitalization and its impact on the modern economy,11,56,economy,atlantis-press.com,Atlantis Press,/proceedings/iscfec-20/125936542,{},,
pdfpdf 21 protecting people helping economy rebound later,J Furman,2020.0,"The coronavirus is a shock to the economy the likes of which … but likely much else throughout 
the economy given the extreme … costs now and help ensure the economy is in a position to …",https://itsr.ir/Content/upload/O79CB-COVIDEconomicCrisis.pdf#page=198,66,3,PDF,"21 Protecting people now, helping the economy rebound later",9,51,economy,itsr.ir,طرح آمایش سرزمین صنعتی، معدنی و تجاری,/Content/upload/O79CB-COVIDEconomicCrisis.pdf,{},,pdf
concept digital economy modern life application life,"RDJ UGLI, KAM UGLI",2020.0,"… economy phenomenon in the world today, however, there are many definitions of it. Based on 
the use of the results of the analysis of processes in the digital economy … digital economy is …",https://www.neliti.com/publications/336864/the-concept-of-digital-economy-in-modern-life-and-its-application-to-life,65,0,,The Concept of Digital Economy in Modern Life and Its Application to Life,13,61,economy,neliti.com,Neliti (Indonesian Research Repository),/publications/336864/the-concept-of-digital-economy-in-modern-life-and-its-application-to-life,{},,
coronavirus pandemic europes undeclared economy impacts policy proposal,"CC Williams, A Kayaoglu",2020.0,"… enterprises and workers in the undeclared economy, and a possible government policy … 
undeclared enterprises and workers into the declared economy and onto the radar of state …",https://sciendo.com/article/10.2478/jeb-2020-0007,60,3,,The coronavirus pandemic and Europe's undeclared economy: Impacts and a policy proposal,12,76,economy,sciendo.com,Sciendo (De Gruyter),/article/10.2478/jeb-2020-0007,{},10.2478/jeb-2020,
changes trends development world economy,"MC Profiroiu, CV Radulescu, S Burlacu",2020.0,"Global challenges such as climate change, population growth, the spread of disease, global 
food security, the supply of fossil fuels and raw materials require sustainable solutions, …",https://ibn.idsi.md/vizualizare_articol/115161,49,8,,Changes and trends in the development of the world economy,10,49,economy,ibn.idsi.md,Instrument Bibliometric National,/vizualizare_articol/115161,{},,
structural changes rural economy,"L Sitdikova, F Mukhametgalieva",2020.0,"The relevance of the topic is due to the need to study features of the rural economic 
development in the current social and economic environment. The aim of the article is to develop …",https://www.bio-conferences.org/articles/bioconf/abs/2020/11/bioconf_fies-20_00115/bioconf_fies-20_00115.html,37,3,,Structural changes in the rural economy,6,34,economy,bio-conferences.org,BIO Conferences,/articles/bioconf/abs/2020/11/bioconf_fies-20_00115/bioconf_fies-20_00115.html,{},,html
bookb critique political economy sign,J Baudrillard,2019.0,"A material analysis of the sign which deepens Marx's critique of political economy for 
spectacular times. What if the problems of modern society don't come from production, but rather …",https://books.google.com/books?hl=en&lr=&id=_DifDwAAQBAJ&oi=fnd&pg=PR7&dq=economy&ots=nIvuwe4GB5&sig=2RssN5jpeDGlmUkLuSDGKe5fPfk,5243,2,BOOK,For a Critique of the Political Economy of the Sign,10,42,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['_DifDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PR7'], 'dq': ['economy'], 'ots': ['nIvuwe4GB5'], 'sig': ['2RssN5jpeDGlmUkLuSDGKe5fPfk']}",,
htmlhtml hydrogen energy economy storage review recommendation,"JO Abe, API Popoola, E Ajenifuja",2019.0,"… of hydrogen economy means innumerable advantages for the environment, energy security, 
economy, and final users. One major key to wholly develop hydrogen economy is safe, …",https://www.sciencedirect.com/science/article/pii/S036031991931465X,2904,5,HTML,"Hydrogen energy, economy and storage: Review and recommendation",8,56,economy,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S036031991931465X,{},,
putting sharing economy perspective,"K Frenken, J Schor",2019.0,"In the spring of 2014, the sharing economy held an unusual gathering in San Francisco, a 
sort of “coming out” party. Entitled “SHARE,” the conference included not only founders, …",https://www.elgaronline.com/edcollchap-oa/book/9781788117814/book-part-9781788117814-17.xml,2050,5,,Putting the sharing economy into perspective,6,39,economy,elgaronline.com,Edward Elgar Publishing,/edcollchap-oa/book/9781788117814/book-part-9781788117814-17.xml,{},,xml
bookb river runs black environmental challenge chinas future,EC Economy,2019.0,"… Economy traces the economic and political roots of China's environmental challenge and 
the evolution of the leadership's response. She argues that China's current approach to …",https://www.degruyter.com/document/doi/10.7591/9780801459443/html,1743,3,BOOK,The river runs black: the environmental challenge to China's future,10,58,economy,degruyter.com,De Gruyter,/document/doi/10.7591/9780801459443/html,{},10.7591/9780801459443/,
htmlhtml circular economy indicators measure,"G Moraga, S Huysveld, F Mathieux, GA Blengini",2019.0,"Circular Economy (CE) is a growing topic, especially in the European Union, that promotes 
the responsible and cyclical use of resources possibly contributing to sustainable …",https://www.sciencedirect.com/science/article/pii/S092134491930151X,1248,3,HTML,Circular economy indicators: What do they measure?,7,44,economy,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S092134491930151X,{},,
taxonomy circular economy indicators,"M Saidani, B Yannou, Y Leroy, F Cluzel",2019.0,"Implementing circular economy (CE) principles is increasingly recommended as a convenient 
solution to meet the goals of sustainable development. New tools are required to support …",https://www.sciencedirect.com/science/article/pii/S0959652618330221,1175,3,,A taxonomy of circular economy indicators,6,36,economy,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0959652618330221,{},,
bookb rich democracies political economy public policy performance,HL Wilensky,2019.0,"In this landmark work, the culmination of 30 years of systematic, comprehensive comparison 
of 19 rich democracies, Wilensky answers two basic questions:(1) What is distinctly modern …",https://www.degruyter.com/document/doi/10.1525/9780520928336/html,1108,2,BOOK,"Rich democracies: Political economy, public policy, and performance",8,60,economy,degruyter.com,De Gruyter,/document/doi/10.1525/9780520928336/html,{},10.1525/9780520928336/,
second economy ussr,G Grossman,2019.0,"… ""semilegal"" aspects of the second economy, it may be useful … -hours expended in the whole 
economy.3 The land making up … in the housing sector of the Soviet economy also. By law, the …",https://www.taylorfrancis.com/chapters/edit/10.4324/9780429314735-5/second-economy-ussr-gregory-grossman,1026,3,,The “second economy” of the USSR,6,27,economy,taylorfrancis.com,Taylor & Francis,/chapters/edit/10.4324/9780429314735-5/second-economy-ussr-gregory-grossman,{},10.4324/9780429314735,
bookb economy society new translation,M Weber,2019.0,"… to his publisher that Economy and Society should appear in … know today as Economy and 
Society, that is translated here.1 … to the first four chapters of Economy and Society as WuG I. …",https://books.google.com/books?hl=en&lr=&id=YoyIDwAAQBAJ&oi=fnd&pg=PP1&dq=economy&ots=tvM78iJSRa&sig=YHN8RzoGLqvG3yc_w-nwp_sSxIQ,967,9,BOOK,Economy and society: A new translation,6,33,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['YoyIDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['economy'], 'ots': ['tvM78iJSRa'], 'sig': ['YHN8RzoGLqvG3yc_w-nwp_sSxIQ']}",,
marketing sharing economy,"GM Eckhardt, MB Houston, B Jiang",2019.0,"… The last decade has seen the emergence of the sharing economy … economy’s implications 
for marketing thought and practice remain unclear. This article defines the sharing economy …",https://journals.sagepub.com/doi/abs/10.1177/0022242919861929,941,3,,Marketing in the sharing economy,5,28,economy,journals.sagepub.com,SAGE Publications,/doi/abs/10.1177/0022242919861929,{},10.1177/0022242919861929,
ai economy,"J Furman, R Seamans",2019.0,"We review the evidence that artificial intelligence (AI) is having a large effect on the economy. 
Across a variety of statistics—including robotics shipments, AI start-ups, and patent counts…",https://www.journals.uchicago.edu/doi/abs/10.1086/699936,669,3,,AI and the Economy,4,15,economy,journals.uchicago.edu,University of Chicago Press,/doi/abs/10.1086/699936,{},10.1086/699936,
connecting circular economy industry 40,"S Rajput, SP Singh",2019.0,"The purpose of this paper is to understand the hidden connection between Circular Economy 
(CE) and Industry 4.0 in the context of supply chain. The factors responsible for linking CE …",https://www.sciencedirect.com/science/article/pii/S0268401218311599,659,7,,Connecting circular economy and industry 4.0,6,39,economy,sciencedirect.com,ScienceDirect (Elsevier),/science/article/pii/S0268401218311599,{},,
feeling economy managing next generation artificial intelligence ai,"MH Huang, R Rust",2019.0,"… is deemphasized in the economy, the … Economy has already given way to the Thinking 
Economy, and we posit that the advance of thinking AI is now ushering in the Feeling Economy…",https://journals.sagepub.com/doi/abs/10.1177/0008125619863436,624,3,,The feeling economy: Managing in the next generation of artificial intelligence (AI),12,73,economy,journals.sagepub.com,SAGE Publications,/doi/abs/10.1177/0008125619863436,{},10.1177/0008125619863436,
building lawandpoliticaleconomy framework beyond twentiethcentury synthesis,J Britton,2019.0,"… With others, we have thus begun to practice a scholarship of ""law and political economy"" (… 
political economy"" is historically variable and contested. We do not mean the ""political economy…",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/ylr129&section=36,623,3,,Building a law-and-political-economy framework: Beyond the twentieth-century synthesis,8,79,economy,heinonline.org,HeinOnline,/hol-cgi-bin/get_pdf.cgi,"{'handle': ['hein.journals/ylr129'], 'section': ['36']}",,cgi
pdfpdf electronic commerce study benefits challeneges emerging economy,MB Kadam,2019.0,"Data Technology has been assuming an imperative function later on advancement of budgetary 
divisions and the method of working together in a rising economy like India. Expanded …",https://www.viirj.org/vol9issue2/26.pdf,541,3,PDF,Electronic commerce: a study on benefits and challeneges in an emerging economy,12,68,economy,viirj.org,Vidyabharati International Interdisciplinary Research Journal,/vol9issue2/26.pdf,{},,pdf
bookb riding deliveroo resistance new economy,C Cant,2019.0,"What is life like for workers in the gig economy? Is it a paradise of flexibility and individual 
freedom? Or is it a world of exploitation and conflict? Callum Cant took a job with one of the …",https://books.google.com/books?hl=en&lr=&id=JOa9DwAAQBAJ&oi=fnd&pg=PT5&dq=economy&ots=ypnN9fDXcX&sig=7NHsuAQrIX7g3YC-pYaFnmMnRbU,540,9,BOOK,Riding for Deliveroo: Resistance in the new economy,8,44,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['JOa9DwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PT5'], 'dq': ['economy'], 'ots': ['ypnN9fDXcX'], 'sig': ['7NHsuAQrIX7g3YC-pYaFnmMnRbU']}",,
bookb taiwan economy transition,SWY Kuo,2019.0,"The Taiwan economy has undergone a successful transition in the post-… economy. This book 
explores and illuminates broad dimensions of the transition growth of the Taiwan economy …",https://books.google.com/books?hl=en&lr=&id=EcXADwAAQBAJ&oi=fnd&pg=PP1&dq=economy&ots=anKn5jbWhW&sig=__QvPK1ME0NKIVSEm3gHDVShX-c,492,3,BOOK,The Taiwan economy in transition,5,28,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['EcXADwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PP1'], 'dq': ['economy'], 'ots': ['anKn5jbWhW'], 'sig': ['__QvPK1ME0NKIVSEm3gHDVShX-c']}",,
globalize circular economy,"Y Geng, J Sarkis, R Bleischwitz",2019.0,"… For the past 20 years, China and South Korea have operated industrial parks that use the 
principles of circular economy to link the supply chains of companies and reuse or recycle …",https://www.nature.com/articles/d41586-019-00017-z,476,3,,How to globalize the circular economy,6,32,economy,nature.com,Nature Publishing Group,/articles/d41586-019-00017-z,{},,
bookb circular economy users guide,WR Stahel,2019.0,"A Circular Economy seeks to rebuild capital, whether this is financial, manufactured, human, 
social or natural, and offers opportunities and solutions for all organisations. This book, …",https://www.taylorfrancis.com/books/mono/10.4324/9780429259203/circular-economy-walter-stahel,474,3,BOOK,The circular economy: A user's guide,6,31,economy,taylorfrancis.com,Taylor & Francis,/books/mono/10.4324/9780429259203/circular-economy-walter-stahel,{},10.4324/9780429259203/,
spatial knowledge economy,"DR Davis, JI Dingel",2019.0,"Leading empiricists and theorists of cities have recently argued that the generation and 
exchange of ideas must play a more central role in the analysis of cities. This paper develops the …",https://www.aeaweb.org/articles?id=10.1257/aer.20130249,449,3,,A spatial knowledge economy,4,24,economy,aeaweb.org,American Economic Association,/articles,{'id': ['10.1257/aer.20130249']},,
citationc critique political economy,K Marx,2019.0,,No URL,432,2,CITATION,The Critique Of The Political Economy,6,32,economy,,Unknown,No URL,{},,
bookb economy society prehistoric europe changing perspectives,A Sherratt,2019.0,"This book brings together a classic collection of Andrew Sherratt's work on the economic 
foundations of prehistoric Europe, which have put forward important new ideas about the …",https://books.google.com/books?hl=en&lr=&id=8aYxEAAAQBAJ&oi=fnd&pg=PR5&dq=economy&ots=6bVT7FQ9sH&sig=GwTiXxds7DbhJEH2VGsIioqNXxo,386,3,BOOK,Economy and society in prehistoric Europe: changing perspectives,8,57,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['8aYxEAAAQBAJ'], 'oi': ['fnd'], 'pg': ['PR5'], 'dq': ['economy'], 'ots': ['6bVT7FQ9sH'], 'sig': ['GwTiXxds7DbhJEH2VGsIioqNXxo']}",,
bookb services knowledgebased economy,"M Boden, I Miles",2019.0,"… economy of advanced industrial societies. Certain business services are regularly cited as 
evidence for the emergence of a"" knowledge economy"". … this emergent knowledge economy. …",https://books.google.com/books?hl=en&lr=&id=HXGlDwAAQBAJ&oi=fnd&pg=PR7&dq=economy&ots=hsEkEWwtai&sig=S9yFhxXwnwHT5BwxakOoFyzsnLk,352,3,BOOK,Services and the Knowledge-based Economy,5,36,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['HXGlDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PR7'], 'dq': ['economy'], 'ots': ['hsEkEWwtai'], 'sig': ['S9yFhxXwnwHT5BwxakOoFyzsnLk']}",,
defining sharing economy sustainability,"SK Curtis, M Lehner",2019.0,"… economy,” … economy from the perspective of sustainability science in order to indicate sharing 
practices that are consistent with the sustainability claims attributed to the sharing economy…",https://www.mdpi.com/2071-1050/11/3/567,341,3,,Defining the sharing economy for sustainability,6,42,economy,mdpi.com,MDPI (Multidisciplinary Digital Publishing Institute),/2071-1050/11/3/567,{},,
bookb change everything creating economy common good,C Felber,2019.0,"… Economy for the Common Good movement argues that we need more such values-based 
alternatives. When we started the Economy … concerning what the economy should be about. …",https://books.google.com/books?hl=en&lr=&id=wXC1DwAAQBAJ&oi=fnd&pg=PT10&dq=economy&ots=Epkdkq6fcL&sig=v0HzEp0F1VrFSYlV1HwpQ1Ta2N8,324,3,BOOK,Change everything: Creating an economy for the common good,9,50,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['wXC1DwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PT10'], 'dq': ['economy'], 'ots': ['Epkdkq6fcL'], 'sig': ['v0HzEp0F1VrFSYlV1HwpQ1Ta2N8']}",,
sharing economy,"JB Schor, M Cansoy",2019.0,"… We have studied eleven sharing economy cases. We began with four non-profits—a timebank, 
… We currently have more than 300 interviews with sharing economy participants, including …",https://books.google.com/books?hl=en&lr=&id=OjGoDwAAQBAJ&oi=fnd&pg=PA51&dq=economy&ots=Nt4diOOxby&sig=XJIhxsQ_ErZKAPBFf4QV-EXDCMc,186,3,,The sharing economy,3,17,economy,books.google.com,Google Books,/books,"{'hl': ['en'], 'id': ['OjGoDwAAQBAJ'], 'oi': ['fnd'], 'pg': ['PA51'], 'dq': ['economy'], 'ots': ['Nt4diOOxby'], 'sig': ['XJIhxsQ_ErZKAPBFf4QV-EXDCMc']}",,
model state management economy basis internet things,"EG Popkova, EN Egorova, E Popova",2019.0,"… Similarly to micro-economy, the authors adopt the working hypothesis … -economy, digital 
modernization should cover the spheres of national economy and state management of economy…",https://link.springer.com/chapter/10.1007/978-3-030-13397-9_116,151,3,,The model of state management of economy on the basis of the internet of things,15,65,economy,link.springer.com,Springer,/chapter/10.1007/978-3-030-13397-9_116,{},10.1007/978,
economy construction industry,"L Sui Pheng, L Shing Hou, LS Pheng",2019.0,"… Since demand for construction is derived demand from other sectors of the economy, 
construction can only contribute to the economy when there is sufficient complement and basic …",https://link.springer.com/chapter/10.1007/978-981-13-5847-0_2,147,7,,The economy and the construction industry,6,36,economy,link.springer.com,Springer,/chapter/10.1007/978-981-13-5847-0_2,{},10.1007/978,
opensystem character economy implications,KW Kapp,2019.0,"The Physiocrats were the first to perceive the economy as a closed system of interdependent 
variables. The perception of production and reproduction as processes occurring in …",https://www.taylorfrancis.com/chapters/edit/10.4324/9780429051319-6/open-system-character-economy-implications-william-kapp,134,3,,The open-system character of the economy and its implications,9,53,economy,taylorfrancis.com,Taylor & Francis,/chapters/edit/10.4324/9780429051319-6/open-system-character-economy-implications-william-kapp,{},10.4324/9780429051319,
citationc digital economy new paradigm labor market,E Sadovaya,2019.0,,No URL,95,9,CITATION,Digital economy and a new paradigm of the labor market,10,45,economy,,Unknown,No URL,{},,
role food industry national economy,SH Nusratovich,2019.0,"… diversified sector of the national economy that produces food, … complexes of the national 
economy. Development of long-… important sectors within the national economy. One of the most …",https://www.indianjournals.com/ijor.aspx?target=ijor:aca&volume=9&issue=10&article=004,72,7,,The role of the food industry in the national economy,10,44,economy,indianjournals.com,Indian Journals,/ijor.aspx,"{'target': ['ijor:aca'], 'volume': ['9'], 'issue': ['10'], 'article': ['004']}",,aspx
